Name,Field,Major,Education,Skills,Projects,Experience
Candidate 245,Math & Technology,Software Engineering,"Bachelor's in Software Engineering, Year: Junior","Mathematics, Electrical Engineering, Data Science, Mechanical Engineering","Software Engineering Capstone Project, Internship Research on Software Engineering, Open-source contribution in Software Engineering",Intern at Amazon
Candidate 664,Math & Technology,Mathematics,"Bachelor's in Mathematics, Year: Senior","Computer Science, Mechanical Engineering, Mathematics","Mathematics Capstone Project, Internship Research on Mathematics, Open-source contribution in Mathematics",Intern at Microsoft
Candidate 883,Humanities & Social Sciences,Political Science,"Master's in Political Science, Year: Year 1","Geography, Sociology, History, Psychology","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at United Nations
Candidate 450,Math & Technology,Electrical Engineering,"Bachelor's in Electrical Engineering, Year: Senior","Mathematics, Mechanical Engineering, Computer Science","Electrical Engineering Capstone Project, Internship Research on Electrical Engineering, Open-source contribution in Electrical Engineering",Intern at Amazon
Candidate 298,Business & Finance,Investment Banking,"Bachelor's in Investment Banking, Year: Senior","Taxation, Investment Banking, Accounting, Supply Chain Management, Real Estate","Investment Banking Capstone Project, Internship Research on Investment Banking, Open-source contribution in Investment Banking",Intern at Morgan Stanley
Candidate 233,Medical & Life Sciences,Public Health,"Bachelor's in Public Health, Year: Senior","Pharmaceutical Sciences, Public Health, Nursing","Public Health Capstone Project, Internship Research on Public Health, Open-source contribution in Public Health",Intern at Moderna
Candidate 987,Humanities & Social Sciences,Political Science,"Bachelor's in Political Science, Year: Junior","Psychology, History, Political Science, Sociology","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at National Geographic
Candidate 923,Humanities & Social Sciences,Psychology,"Bachelor's in Psychology, Year: Freshman","Geography, Sociology, Political Science",N/A,N/A
Candidate 800,Medical & Life Sciences,Healthcare,"Master's in Healthcare, Year: Year 1","Biology, Healthcare, Public Health, Pharmaceutical Sciences","Healthcare Capstone Project, Internship Research on Healthcare, Open-source contribution in Healthcare",Intern at Mayo Clinic
Candidate 828,Humanities & Social Sciences,International Relations,"Master's in International Relations, Year: Year 1","Political Science, International Relations, Geography, History, Psychology","International Relations Capstone Project, Internship Research on International Relations, Open-source contribution in International Relations",Intern at Amnesty International
Candidate 102,Arts & Design,Videography,"Master's in Videography, Year: Year 1","Graphic Design, Fine Arts, Music, Fashion Design, Videography","Videography Capstone Project, Internship Research on Videography, Open-source contribution in Videography",Intern at Adobe
Candidate 340,Medical & Life Sciences,Pharmaceutical Sciences,"Master's in Pharmaceutical Sciences, Year: Year 1","Healthcare, Public Health, Biology","Pharmaceutical Sciences Capstone Project, Internship Research on Pharmaceutical Sciences, Open-source contribution in Pharmaceutical Sciences",Intern at Mayo Clinic
Candidate 909,Humanities & Social Sciences,Sociology,"Master's in Sociology, Year: Year 1","International Relations, Sociology, Political Science, Psychology, History","Sociology Capstone Project, Internship Research on Sociology, Open-source contribution in Sociology",Intern at Amnesty International
Candidate 843,Humanities & Social Sciences,Political Science,"Bachelor's in Political Science, Year: Sophomore","Sociology, Political Science, Geography, History","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at National Geographic
Candidate 334,Medical & Life Sciences,Biomedical Engineering,"Master's in Biomedical Engineering, Year: Year 1","Biomedical Engineering, Nursing, Public Health","Biomedical Engineering Capstone Project, Internship Research on Biomedical Engineering, Open-source contribution in Biomedical Engineering",Intern at Mayo Clinic
Candidate 845,Medical & Life Sciences,Biology,"Master's in Biology, Year: Year 1","Healthcare, Nursing, Biomedical Engineering","Biology Capstone Project, Internship Research on Biology, Open-source contribution in Biology",Intern at CDC
Candidate 524,Business & Finance,Taxation,"Master's in Taxation, Year: Year 1","Real Estate, Investment Banking, Accounting","Taxation Capstone Project, Internship Research on Taxation, Open-source contribution in Taxation",Intern at JP Morgan
Candidate 908,Arts & Design,Fashion Design,"Bachelor's in Fashion Design, Year: Junior","Graphic Design, Music, Fine Arts, Videography, Photography","Fashion Design Capstone Project, Internship Research on Fashion Design, Open-source contribution in Fashion Design",Intern at Adobe
Candidate 537,Humanities & Social Sciences,Geography,"Bachelor's in Geography, Year: Senior","Sociology, Political Science, Psychology, History","Geography Capstone Project, Internship Research on Geography, Open-source contribution in Geography",Intern at National Geographic
Candidate 324,Math & Technology,Mechanical Engineering,"Master's in Mechanical Engineering, Year: Year 1","Electrical Engineering, Data Science, Mathematics, Computer Science","Mechanical Engineering Capstone Project, Internship Research on Mechanical Engineering, Open-source contribution in Mechanical Engineering",Intern at Meta
Candidate 336,Business & Finance,Investment Banking,"Bachelor's in Investment Banking, Year: Freshman","Real Estate, Supply Chain Management, Accounting, Finance, Taxation",N/A,N/A
Candidate 183,Medical & Life Sciences,Biomedical Engineering,"Master's in Biomedical Engineering, Year: Year 1","Biomedical Engineering, Biology, Healthcare","Biomedical Engineering Capstone Project, Internship Research on Biomedical Engineering, Open-source contribution in Biomedical Engineering",Intern at Johnson & Johnson
Candidate 158,Math & Technology,Software Engineering,"Bachelor's in Software Engineering, Year: Sophomore","Mechanical Engineering, Data Science, Mathematics, Electrical Engineering","Software Engineering Capstone Project, Internship Research on Software Engineering, Open-source contribution in Software Engineering",Intern at Tesla
Candidate 571,Humanities & Social Sciences,Psychology,"Master's in Psychology, Year: Year 2","History, Geography, International Relations, Psychology, Sociology","Psychology Capstone Project, Internship Research on Psychology, Open-source contribution in Psychology",Intern at United Nations
Candidate 113,Business & Finance,Taxation,"Bachelor's in Taxation, Year: Freshman","Real Estate, Investment Banking, Finance, Supply Chain Management",N/A,N/A
Candidate 811,Math & Technology,Mechanical Engineering,"Master's in Mechanical Engineering, Year: Year 2","Data Science, Mathematics, Software Engineering, Computer Science, Mechanical Engineering","Mechanical Engineering Capstone Project, Internship Research on Mechanical Engineering, Open-source contribution in Mechanical Engineering",Intern at Microsoft
Candidate 624,Medical & Life Sciences,Healthcare,"Bachelor's in Healthcare, Year: Senior","Pharmaceutical Sciences, Biology, Public Health, Biomedical Engineering","Healthcare Capstone Project, Internship Research on Healthcare, Open-source contribution in Healthcare",Intern at Mayo Clinic
Candidate 540,Arts & Design,Graphic Design,"Master's in Graphic Design, Year: Year 1","Music, Photography, Fine Arts, Graphic Design, Videography","Graphic Design Capstone Project, Internship Research on Graphic Design, Open-source contribution in Graphic Design",Intern at Spotify
Candidate 740,Humanities & Social Sciences,International Relations,"Bachelor's in International Relations, Year: Senior","Political Science, History, Psychology, Geography","International Relations Capstone Project, Internship Research on International Relations, Open-source contribution in International Relations",Intern at National Geographic
Candidate 470,Humanities & Social Sciences,Political Science,"Bachelor's in Political Science, Year: Freshman","Geography, Psychology, Political Science, International Relations, History",N/A,N/A
Candidate 931,Humanities & Social Sciences,Political Science,"Bachelor's in Political Science, Year: Sophomore","Political Science, Geography, Sociology","Political Science Capstone Project, Internship Research on Political Science, Open-source contribution in Political Science",Intern at National Geographic
Candidate 386,Business & Finance,Supply Chain Management,"Bachelor's in Supply Chain Management, Year: Junior","Investment Banking, Supply Chain Management, Accounting","Supply Chain Management Capstone Project, Internship Research on Supply Chain Management, Open-source contribution in Supply Chain Management",Intern at JP Morgan
Candidate 590,Humanities & Social Sciences,International Relations,"Bachelor's in International Relations, Year: Freshman","History, International Relations, Sociology, Geography",N/A,N/A
Candidate 676,Medical & Life Sciences,Nursing,"Master's in Nursing, Year: Year 1","Public Health, Nursing, Biology, Healthcare, Biomedical Engineering","Nursing Capstone Project, Internship Research on Nursing, Open-source contribution in Nursing",Intern at Pfizer
Candidate 556,Arts & Design,Graphic Design,"Bachelor's in Graphic Design, Year: Freshman","Videography, Photography, Fine Arts, Graphic Design, Fashion Design",N/A,N/A
